dataset_id,object_id,analysis_family,condition,feature_name,value,unit,quality_status,model_eligible,notes
N001,N001.SEQ_SPEC,mutual_information_delay,thickness=50cm;off_axis=0cm,mi_delay_log_energy,0.2326854914172678,log_energy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,mutual_information_delay,thickness=50cm;off_axis=0cm,mi_delay_samples,4.0,samples,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,mutual_information_delay,thickness=50cm;off_axis=20cm,mi_delay_log_energy,0.2568863190801407,log_energy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,mutual_information_delay,thickness=50cm;off_axis=20cm,mi_delay_samples,5.0,samples,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,mutual_information_delay,thickness=50cm;off_axis=40cm,mi_delay_log_energy,0.3418057061907396,log_energy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,mutual_information_delay,thickness=50cm;off_axis=40cm,mi_delay_samples,7.0,samples,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,nearest_neighbor_entropy,thickness=100cm;off_axis=0cm,theiler_nn_entropy_bits_d2,0.8501782034132344,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,nearest_neighbor_entropy,thickness=150cm;off_axis=0cm,theiler_nn_entropy_bits_d2,1.441987256671245,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,nearest_neighbor_entropy,thickness=25cm;off_axis=0cm,theiler_nn_entropy_bits_d2,0.6821995113475348,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,nearest_neighbor_entropy,thickness=25cm;off_axis=20cm,theiler_nn_entropy_bits_d2,0.7103991510660048,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,nearest_neighbor_entropy,thickness=25cm;off_axis=40cm,theiler_nn_entropy_bits_d2,1.0483288961581654,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,nearest_neighbor_entropy,thickness=50cm;off_axis=0cm,theiler_nn_entropy_bits_d2,0.6821995113475348,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,nearest_neighbor_entropy,thickness=50cm;off_axis=20cm,theiler_nn_entropy_bits_d2,0.8851290413046254,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,nearest_neighbor_entropy,thickness=50cm;off_axis=40cm,theiler_nn_entropy_bits_d2,1.3815371525974884,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=100cm;off_axis=0cm,effective_shape_bins,29.898631292142294,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=100cm;off_axis=0cm,n_energy,40.0,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=100cm;off_axis=0cm,normalized_shape_total_variation,0.33840017981147014,,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=100cm;off_axis=0cm,peak_energy_MeV,39.5,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=100cm;off_axis=0cm,response_weighted_energy_spread_MeV,12.61795205754615,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=100cm;off_axis=0cm,response_weighted_mean_energy_MeV,29.459978562474642,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=100cm;off_axis=0cm,shape_entropy_bits,4.902007536727613,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=100cm;off_axis=0cm,spectral_integral,9.750516260249137,n_cm-2_uC-1,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=150cm;off_axis=0cm,effective_shape_bins,31.848582984994263,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=150cm;off_axis=0cm,n_energy,39.0,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=150cm;off_axis=0cm,normalized_shape_total_variation,0.28927036372213666,,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=150cm;off_axis=0cm,peak_energy_MeV,39.5,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=150cm;off_axis=0cm,response_weighted_energy_spread_MeV,12.270959285607908,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=150cm;off_axis=0cm,response_weighted_mean_energy_MeV,28.595881097871757,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=150cm;off_axis=0cm,shape_entropy_bits,4.993157280053422,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=150cm;off_axis=0cm,spectral_integral,0.27046552521074846,n_cm-2_uC-1,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=0cm,effective_shape_bins,28.957414100525632,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=0cm,n_energy,40.0,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=0cm,normalized_shape_total_variation,0.4149405713579265,,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=0cm,peak_energy_MeV,40.5,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=0cm,response_weighted_energy_spread_MeV,12.969251955582534,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=0cm,response_weighted_mean_energy_MeV,29.170049817189305,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=0cm,shape_entropy_bits,4.855860870274045,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=0cm,spectral_integral,5231.804572032953,n_cm-2_uC-1,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=20cm,effective_shape_bins,35.161002790425,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=20cm,n_energy,38.0,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=20cm,normalized_shape_total_variation,0.20535907515514373,,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=20cm,peak_energy_MeV,39.5,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=20cm,response_weighted_energy_spread_MeV,12.055981718289642,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=20cm,response_weighted_mean_energy_MeV,25.10424162302753,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=20cm,shape_entropy_bits,5.135904311561592,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=20cm,spectral_integral,205.25216723828652,n_cm-2_uC-1,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=40cm,effective_shape_bins,35.26512227425985,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=40cm,n_energy,38.0,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=40cm,normalized_shape_total_variation,0.08513279013558207,,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=40cm,peak_energy_MeV,40.5,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=40cm,response_weighted_energy_spread_MeV,11.734711563735775,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=40cm,response_weighted_mean_energy_MeV,21.936321908334637,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=40cm,shape_entropy_bits,5.140170136844242,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=25cm;off_axis=40cm,spectral_integral,26.712317700688118,n_cm-2_uC-1,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=0cm,effective_shape_bins,26.051251982258623,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=0cm,n_energy,40.0,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=0cm,normalized_shape_total_variation,0.4348869862682321,,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=0cm,peak_energy_MeV,40.5,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=0cm,response_weighted_energy_spread_MeV,12.126060479382668,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=0cm,response_weighted_mean_energy_MeV,31.565785055531595,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=0cm,shape_entropy_bits,4.7032808027152475,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=0cm,spectral_integral,503.9475486516489,n_cm-2_uC-1,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=20cm,effective_shape_bins,32.095091736045994,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=20cm,n_energy,38.0,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=20cm,normalized_shape_total_variation,0.2823922325661313,,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=20cm,peak_energy_MeV,39.5,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=20cm,response_weighted_energy_spread_MeV,11.877071588830768,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=20cm,response_weighted_mean_energy_MeV,28.644368623210475,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=20cm,shape_entropy_bits,5.004280779478167,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=20cm,spectral_integral,94.01848005187959,n_cm-2_uC-1,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=40cm,effective_shape_bins,34.121422841276996,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=40cm,n_energy,37.0,count,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=40cm,normalized_shape_total_variation,0.1960261280362427,,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=40cm,peak_energy_MeV,39.5,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=40cm,response_weighted_energy_spread_MeV,11.811950899806842,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=40cm,response_weighted_mean_energy_MeV,26.69469635440265,MeV,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=40cm,shape_entropy_bits,5.092605902248578,bit,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_shape,thickness=50cm;off_axis=40cm,spectral_integral,16.494662241302464,n_cm-2_uC-1,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_support,thickness=100cm;off_axis=0cm,covered_lethargy_width,2.3978952727983702,lethargy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_support,thickness=150cm;off_axis=0cm,covered_lethargy_width,2.17475172148416,lethargy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_support,thickness=25cm;off_axis=0cm,covered_lethargy_width,2.3978952727983702,lethargy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_support,thickness=25cm;off_axis=20cm,covered_lethargy_width,1.9924301646902058,lethargy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_support,thickness=25cm;off_axis=40cm,covered_lethargy_width,1.9924301646902058,lethargy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_support,thickness=50cm;off_axis=0cm,covered_lethargy_width,2.3978952727983702,lethargy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_support,thickness=50cm;off_axis=20cm,covered_lethargy_width,1.9924301646902058,lethargy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,spectral_support,thickness=50cm;off_axis=40cm,covered_lethargy_width,1.8382794848629476,lethargy,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,statistical_support,thickness=100cm;off_axis=0cm,positive_response_bin_fraction,1.0,fraction,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,statistical_support,thickness=150cm;off_axis=0cm,positive_response_bin_fraction,1.0,fraction,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,statistical_support,thickness=25cm;off_axis=0cm,positive_response_bin_fraction,1.0,fraction,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,statistical_support,thickness=25cm;off_axis=20cm,positive_response_bin_fraction,1.0,fraction,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,statistical_support,thickness=25cm;off_axis=40cm,positive_response_bin_fraction,1.0,fraction,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,statistical_support,thickness=50cm;off_axis=0cm,positive_response_bin_fraction,1.0,fraction,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,statistical_support,thickness=50cm;off_axis=20cm,positive_response_bin_fraction,1.0,fraction,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.SEQ_SPEC,statistical_support,thickness=50cm;off_axis=40cm,positive_response_bin_fraction,1.0,fraction,descriptive,False,Each spectrum is analyzed at its own measured benchmark condition; historical configurations are not interpreted as a controlled thickness-only trajectory.
N001,N001.TRAJ_DEPTH_CONTROLLED,controlled_depth_trend,all_controlled_thicknesses,effective_integrated_response_attenuation_per_cm,0.0678829783870463,per_cm,descriptive_controlled_trend,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies. Trend is retained as a descriptive controlled-field feature; model eligibility requires an explicit statistical-support criterion."
N001,N001.TRAJ_DEPTH_CONTROLLED,controlled_depth_trend,all_controlled_thicknesses,linear_slope_response_weighted_mean_energy_MeV,-0.12057507168235075,MeV_per_cm,descriptive_controlled_trend,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies. Trend is retained as a descriptive controlled-field feature; model eligibility requires an explicit statistical-support criterion."
N001,N001.TRAJ_DEPTH_CONTROLLED,controlled_depth_trend,all_controlled_thicknesses,linear_slope_shape_entropy_bits,-0.012137034917453854,bit_per_cm,descriptive_controlled_trend,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies. Trend is retained as a descriptive controlled-field feature; model eligibility requires an explicit statistical-support criterion."
N001,N001.TRAJ_DEPTH_CONTROLLED,mutual_information_delay,thickness=0cm,mi_delay_log_energy,1.9741348389863447,log_energy,valid_low_state_count,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies."
N001,N001.TRAJ_DEPTH_CONTROLLED,mutual_information_delay,thickness=0cm,mi_delay_samples,8.0,samples,valid_low_state_count,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies."
N001,N001.TRAJ_DEPTH_CONTROLLED,mutual_information_delay,thickness=100cm,mi_delay_log_energy,1.4806011292397585,log_energy,valid_low_state_count,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies."
N001,N001.TRAJ_DEPTH_CONTROLLED,mutual_information_delay,thickness=100cm,mi_delay_samples,6.0,samples,valid_low_state_count,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies."
N001,N001.TRAJ_DEPTH_CONTROLLED,mutual_information_delay,thickness=125cm,mi_delay_log_energy,1.2338342743664654,log_energy,valid_low_state_count,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies."
N001,N001.TRAJ_DEPTH_CONTROLLED,mutual_information_delay,thickness=125cm,mi_delay_samples,5.0,samples,valid_low_state_count,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies."
N001,N001.TRAJ_DEPTH_CONTROLLED,mutual_information_delay,thickness=150cm,mi_delay_log_energy,1.9741348389863447,log_energy,valid_low_state_count,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies."
N001,N001.TRAJ_DEPTH_CONTROLLED,mutual_information_delay,thickness=150cm,mi_delay_samples,8.0,samples,valid_low_state_count,False,"Fixed geometry, source normalization, source energy and energy grid; only concrete thickness varies."
